TWTR,68.09328239709455
TSLA,882.7591825575595
TWTR,869.3714174253543
TWTR,578.2060502781359
TSLA,458.26521700775504
AMZN,286.61835762955457
TSLA,291.7161665289749
TWTR,494.25539825807505
AMZN,879.037718246485
GOOGL,589.1990234788609
AAPL,793.4194922140503
AAPL,490.924137166534
AMZN,23.857448378937107
AAPL,723.3542277318733
AMZN,313.9890700313874
AAPL,798.1152599677902
AAPL,889.3494406899689
TSLA,309.80458165833056
AMZN,731.7371618047616
TWTR,918.7051685937142
TWTR,204.02027020909964
AAPL,911.5836592887404
TWTR,35.765476550810085
AMZN,580.6951649977569
GOOGL,0.8661042505951899
TWTR,927.3988909384422
AMZN,364.96583735262266
AMZN,401.6086334898028
TSLA,793.2090582774425
AAPL,460.3546353598553
GOOGL,548.0190624988267
AMZN,944.2783210152338
AAPL,941.4970972689118
TSLA,115.34131118971224
GOOGL,304.38740337355387
TWTR,874.9495485510263
GOOGL,248.08470773623404
AAPL,384.77007971794575
TSLA,359.3049644927695
AAPL,159.91528081228046
TSLA,541.7507817880374
AMZN,35.272607197011865
AAPL,931.9237963654521
AMZN,287.0613241102105
TSLA,649.6888507476262
GOOGL,281.17048699507774
TSLA,558.4650217419628
TWTR,617.3942945776031
GOOGL,119.07674672039003
GOOGL,322.8808081857827
AMZN,761.5472683462888
TSLA,90.89941632392706
TSLA,226.547226294748
AMZN,581.939590526457
GOOGL,598.9662938168465
TWTR,775.1721721383946
TSLA,705.9895539877675
TWTR,992.3583518356801
GOOGL,561.4370900565717
AMZN,425.6798731027073
AMZN,227.3175171170826
TSLA,954.535349438756
GOOGL,703.8175358632207
TSLA,742.5748779133855
AAPL,647.3743295561693
AAPL,496.9258171597082
AAPL,910.0899616385898
AAPL,197.5710409176048
TSLA,286.20043623975823
TSLA,87.69290395048235
AAPL,951.2032966198817
GOOGL,641.4127621634442
AAPL,845.0713741295157
TSLA,210.43255310601006
AMZN,979.7622370634524
AAPL,981.0663028435372
AMZN,425.1869962178254
TWTR,268.26607786955714
TSLA,804.373706382316
GOOGL,469.35065745852336
TSLA,799.0844358570165
GOOGL,367.6749278944962
TWTR,963.8221615795485
AMZN,305.8798397565883
AAPL,345.716597334942
TWTR,854.3316868441495
TSLA,460.6166725366572
AMZN,244.3084396580292
AAPL,594.1968692799243
AMZN,645.94151023964
GOOGL,772.612543508894
TWTR,457.3775561704028
GOOGL,738.4174914322613
GOOGL,225.71698846204868
TWTR,138.01744330160147
GOOGL,911.0361712314685
TSLA,446.3320578203266
AMZN,456.68237441428363
AMZN,80.83534834221862
GOOGL,368.838730993956
AAPL,156.79717811049886
AAPL,924.7108092432751
TWTR,194.04762982711142
TSLA,908.8165780953199
AAPL,445.0613684684658
TSLA,694.7037388221477
TWTR,350.6649383947954
AAPL,792.1841118047364
GOOGL,449.9316602102207
GOOGL,284.5797317095955
TWTR,530.4108810607886
AAPL,879.2472227729347
TSLA,69.50802096618114
AAPL,999.0382597262534
AAPL,92.51504438272585
GOOGL,286.02265243809154
TWTR,640.4520358707392
AMZN,859.6584623504524
TWTR,632.4859404939879
TWTR,184.08838560447526
TSLA,612.4630318590123
TSLA,887.1388396929992
AAPL,268.8141670696958
AAPL,396.36507424189125
AMZN,755.9799870415338
AAPL,887.9518018294499
TSLA,711.4887539139232
AAPL,964.6084160058003
TSLA,450.4800405432247
TSLA,963.0122427704463
AAPL,404.20318894986593
AMZN,381.9735936809999
AMZN,737.3217297268254
AMZN,744.9398430002457
AAPL,962.3181204236962
TWTR,26.055952581051866
AAPL,640.8277607177013
TSLA,502.89370217121797
TWTR,336.6365195341439
AMZN,567.5431206270747
TWTR,865.4692854425949
AAPL,166.22193798265306
TWTR,650.0514853838374
AMZN,340.3772288625454
AAPL,49.73531296043132
TWTR,810.8180214051255
TSLA,550.3421487408634
AAPL,510.34657570383155
TSLA,935.8623420538639
TWTR,401.6565875142043
AMZN,832.4210149561723
AMZN,842.3042571554207
GOOGL,339.70487808943864
AAPL,759.3515960937867
GOOGL,30.682155508791165
TWTR,73.08056697581688
AMZN,165.7324182935217
AMZN,973.5000472855919
AAPL,597.0552854000315
AAPL,135.9214074512266
AMZN,901.5219335926816
AAPL,105.67596011571968
AAPL,584.4867638954858
AAPL,69.10175044973866
TWTR,932.3546315614908
AAPL,989.4355204459195
TSLA,250.0011106833332
AAPL,5.149699953252984
AMZN,302.5034557168216
GOOGL,440.32424655255176
AMZN,143.33323329025882
AAPL,363.9752361055545
TWTR,994.2541729121369
AMZN,98.04980048024403
AAPL,210.52370054497115
TWTR,928.8026139439713
AAPL,480.76244771474353
TSLA,391.95559427256785
GOOGL,725.5390279864553
AAPL,581.2284014602977
TSLA,496.1798490633352
TWTR,4.517155016917407
TWTR,842.8690763055862
AMZN,546.0960473607527
AAPL,7.747939271888771
AAPL,584.6431247791263
AMZN,98.56792153552152
AMZN,119.89140947207122
GOOGL,988.3791381303786
AAPL,633.4330701430458
AMZN,878.5602474179484
AMZN,465.8557530822236
TWTR,372.71872105076466
AMZN,852.1268954553293
TWTR,618.1518731831454
AAPL,179.90630847942347
GOOGL,581.5157455224445
AAPL,164.0417900607013
GOOGL,266.1368573921864
TWTR,325.7648824059153
