AMZN,156.61436894936443
TSLA,487.10271795071293
GOOGL,727.230187808096
TWTR,431.831256455242
TSLA,986.0906139562575
TWTR,276.4742934766007
TSLA,978.2725340818652
AMZN,488.4185955362902
AAPL,935.8060861215125
TSLA,516.8805189106395
AMZN,448.0386567082154
AMZN,191.43423898331434
AAPL,688.5307913482275
AAPL,644.2554355203652
AAPL,276.31703437335307
AAPL,746.9876768424558
GOOGL,132.4242158451816
GOOGL,902.2526948309478
AMZN,993.9831447471067
TSLA,181.37766064698513
AMZN,742.3235899792526
AAPL,666.6930035200287
TSLA,454.7234505965465
AAPL,468.43627717380775
AMZN,170.33580420816918
AMZN,933.8743144468833
GOOGL,926.4164537478352
AAPL,157.4874890900798
GOOGL,509.6993817160906
TSLA,988.182161195612
AMZN,982.7619147475415
AAPL,203.86513872440037
GOOGL,135.0582650677572
AMZN,594.173210035738
AAPL,604.7111156295383
AMZN,379.55036455875035
TSLA,464.5014181695151
AMZN,577.2690948505009
AAPL,107.9027974927379
TWTR,202.08661519850847
AAPL,857.8174765018173
TSLA,758.2458951386523
TSLA,303.8222907495026
AAPL,534.2272765674045
AMZN,390.913266613324
TSLA,912.2304883784625
TSLA,939.0636914468436
GOOGL,280.23899771828656
GOOGL,189.07506217120184
TWTR,733.7884362020908
TWTR,588.6634889479308
TSLA,923.37073258978
AMZN,754.6660086723757
GOOGL,474.56246234459155
GOOGL,823.8908571967621
TWTR,309.5304181732785
TWTR,620.117437214808
AAPL,312.793894742339
GOOGL,196.6439329075681
AAPL,994.3863134418657
AMZN,212.75501734660685
AAPL,738.0759310591178
TSLA,654.1239547494558
TSLA,101.14819876653414
AAPL,788.6302225176356
AMZN,660.2302245329656
AAPL,307.7080783925007
AMZN,936.9325409227264
TWTR,276.9896971913932
GOOGL,279.59172179527394
AMZN,946.7436211303797
TWTR,505.971311867911
AMZN,404.68977807311956
AMZN,157.82343511452368
AMZN,748.2295062462234
TWTR,594.8485448704215
GOOGL,735.4474282022927
AMZN,556.6595589183537
TSLA,319.89430103309235
AMZN,953.1724001364084
TSLA,688.1793964947913
TSLA,893.2187274612826
AMZN,615.2267299806218
AAPL,403.64821752292255
